Run,Event,pt1,eta1,phi1,Q1,dxy1,iso1,pt2,eta2,phi2,Q2,dxy2,iso2
172411,454122364,49.5792,0.9467,1.1127,1,-0.0473,7.7633,29.3104,-0.3071,-2.1622,-1,0.0364,0.4255
172411,454479884,27.9257,-1.4487,0.9716,1,-0.0302,2.2100,148.1200,-1.0263,2.4374,-1,-0.0814,0.7285
172411,453742188,41.5626,-1.0910,1.9701,-1,-0.0884,10.1883,9.6759,1.6787,-1.6294,1,0.1160,0.0000
172411,453561764,45.9209,0.0340,3.0790,1,-0.0512,0.1997,43.8462,0.3071,-0.2218,-1,0.0628,0.0000
172411,453836365,46.2580,-0.9286,-0.1529,1,0.0565,1.4016,43.7370,-0.8926,3.1103,-1,-0.0487,0.0000
172411,455446490,31.6449,-1.5975,3.0535,-1,-0.0583,20.6676,24.7049,0.7471,-0.2683,-1,0.0495,31.3642
172411,454609026,41.5121,-1.1376,0.6806,1,-0.0048,0.0000,47.6600,-1.7118,-2.5736,-1,-0.0031,0.0000
172411,455492738,30.4881,-1.1501,0.8228,-1,-0.0211,1.0483,25.3791,1.1343,-2.0342,1,0.0478,0.0000
172411,454607889,39.3892,1.4216,-2.6533,1,-0.0038,0.0000,36.8642,1.5817,0.6059,-1,-0.0036,0.0000
172411,455685801,14.6180,-1.1506,2.2277,1,-0.0874,0.0000,36.0467,0.9815,-0.4166,-1,0.0690,0.6843
172411,455788685,33.5894,0.5521,-2.5250,-1,0.0077,0.7103,41.6831,0.8507,0.9027,1,-0.0312,0.3727
172411,455585059,30.8582,1.5077,-2.0135,1,0.0449,0.0000,47.1585,-0.3114,-0.3185,-1,0.0684,0.0000
172411,454750203,33.0612,1.7357,-1.3754,-1,0.0796,0.0000,46.9641,0.6786,1.5378,1,-0.0742,0.0000
172411,455441291,50.7143,-1.0977,-0.8657,-1,0.0867,0.0000,31.4981,-0.0264,2.6022,1,-0.0770,0.0000
172411,455808771,43.5600,-1.8439,-1.3546,1,0.0835,0.0000,50.5629,-2.3091,2.0432,-1,-0.0884,0.0000
172411,455467365,39.5382,1.6534,-0.1102,-1,0.0568,0.0000,52.4345,1.3428,-2.6012,1,-0.0048,0.0000
172411,455791281,16.9947,-2.2785,3.1348,1,-0.0488,3.6928,16.0567,0.6171,-1.0599,-1,0.0737,9.3195
173430,180087858,18.1290,-1.2837,2.5203,1,-0.0813,0.0000,70.9277,0.1624,-0.2788,-1,0.0653,1.3014
173430,179989682,39.7920,-1.2596,0.9460,1,-0.0331,0.0000,25.9751,0.6071,-2.5337,-1,0.0031,0.0000
173430,179304577,23.3337,-1.1515,2.5583,1,-0.0833,0.0000,35.7683,0.8729,-0.4483,-1,0.0775,0.3920
173430,179764746,57.8928,0.4074,1.0770,-1,-0.0420,0.0000,33.0838,0.6066,-1.6234,1,0.0667,0.0000
173430,180552920,41.6138,0.3748,1.6050,1,-0.0743,0.0000,42.1746,0.5356,-1.6591,-1,0.0692,0.0000
173430,179570140,36.4722,0.5932,-1.9116,-1,0.0531,0.0000,41.4991,-0.5111,1.2025,1,-0.0513,0.0000
173430,180006315,32.9026,1.7396,-0.2481,1,0.0647,0.0000,51.9913,0.7889,2.5416,-1,-0.0799,0.0000
173430,180016959,30.3215,-0.0567,-2.9966,1,-0.0384,0.0000,45.7515,0.2785,0.0003,-1,0.0498,0.0000
173430,179499416,41.3668,-1.3142,1.2292,-1,-0.0537,1.9653,40.2887,-0.4825,-2.0396,1,0.0462,0.0000
173430,180656777,43.7488,0.0383,-0.7090,1,0.0830,0.0000,48.6029,-0.2691,2.2614,-1,-0.0843,0.0000
173430,180717024,62.0771,1.1689,1.0646,-1,-0.0386,0.0000,14.3226,-0.8400,-2.2007,1,0.0290,0.3759
173430,179925901,48.1852,0.3533,-1.2029,-1,0.0874,0.0000,39.6888,0.3812,2.1582,1,-0.0886,0.0000
173430,180239708,48.7220,1.5568,-2.8459,-1,-0.0230,0.5148,44.5928,1.8906,0.9677,1,-0.0318,0.0000
173430,180399963,37.0589,0.1136,1.4391,-1,-0.0640,0.0000,56.3185,0.1717,-1.8821,1,0.0554,0.0000
173430,180666936,79.7906,0.2211,-1.1510,1,0.0835,0.0000,28.9125,0.6838,2.8124,-1,-0.0654,0.0000
173430,180759326,40.4690,-0.9433,1.1776,1,-0.0470,0.3313,35.6645,0.3446,-2.5582,-1,0.0005,0.5576
173430,180517238,13.1593,-1.1532,-2.7667,1,-0.0268,51.8605,37.3481,1.1015,0.1219,-1,0.0451,4.9751
173430,179032045,39.7332,1.6519,0.3595,1,0.0157,0.0000,39.0854,0.4366,-2.6962,-1,-0.0086,0.4059
173430,180420153,64.4589,0.6372,1.2872,-1,-0.0549,0.0000,13.7870,-0.6830,-1.1400,-1,0.0873,18.2098
173430,180685000,9.5029,-1.8382,1.4425,1,-0.0682,13.7430,22.8369,1.7515,-1.4639,-1,0.0759,0.0000
173430,181440260,43.8031,0.0975,-1.9148,1,0.0551,0.0000,42.9018,-0.3506,1.0424,-1,-0.0389,0.0000
173430,180853343,48.5046,-2.2312,0.6560,-1,-0.0031,0.0000,49.9745,-2.2290,-2.5657,1,-0.0016,0.0000
173430,181244034,33.2226,-1.7783,2.3527,1,-0.0823,0.0000,35.1803,-0.1342,-0.5011,-1,0.0734,0.3253
173430,180908220,31.6402,-1.8960,-1.5730,1,0.0692,0.0000,31.3672,-0.0571,1.5148,-1,-0.0693,0.4081
173430,180934991,22.5646,-1.6387,0.0069,-1,0.0441,0.0000,18.7194,1.2507,-2.9275,1,-0.0279,1.5347
173430,181288166,37.5137,-2.3858,0.7107,1,-0.0096,0.0000,48.3109,-1.8411,-2.5153,-1,0.0040,0.0000
173430,182286821,42.5203,1.3085,0.7136,-1,-0.0147,0.0000,38.0340,0.2694,-1.5502,1,0.0766,11.9218
173430,182129403,40.4181,-0.3418,-1.5510,1,0.0730,0.0000,44.8747,0.5887,1.4970,-1,-0.0707,0.0000
173430,181280776,29.2225,-1.4993,0.0515,-1,0.0431,8.4794,37.7219,-0.7138,-2.9150,1,-0.0277,15.3293
173430,181430135,41.3117,-0.3968,-0.8669,1,0.0869,0.0000,41.6973,-0.3341,2.1742,-1,-0.0868,0.0000
173430,181461651,42.4079,0.2911,-0.2151,-1,0.0584,1.2709,39.9012,-0.5201,2.8731,1,-0.0636,0.6444
173430,181138881,52.1879,0.0592,-3.0960,-1,-0.0681,23.8238,25.0840,-0.9084,0.1527,-1,0.0418,19.5472
173430,181977434,50.0666,-0.9330,1.7213,-1,-0.0748,0.0000,40.9730,-1.2113,-1.2401,1,0.0791,0.3141
173430,181148243,66.6940,0.0977,-1.4787,-1,0.0758,0.0000,48.3724,-0.5050,1.4470,1,-0.0652,6.0926
173430,181524443,31.3668,-1.2604,1.2824,-1,-0.0587,0.0000,30.8649,0.5008,-1.7817,1,0.0609,0.3308
173430,182227566,30.9912,-2.1565,-2.8321,-1,-0.0185,0.0000,33.8219,-0.3556,0.6160,1,-0.0061,0.8547
173430,183285748,33.8061,1.3967,1.1260,1,-0.0457,0.0000,38.2625,-0.5361,-2.2465,-1,0.0272,0.0000
173430,182617882,13.7041,-1.5289,-3.1310,-1,-0.0450,0.0000,44.8125,0.8140,0.1177,1,0.0384,0.0000
173430,183396976,30.4836,1.4946,2.5928,-1,-0.0811,0.0000,26.7560,-0.6068,-0.8578,1,0.0849,0.0000
173430,183169991,48.3203,2.0709,-2.2272,1,0.0215,0.0000,32.8010,1.0943,0.8653,-1,-0.0220,0.4403
173430,183375241,32.4120,0.2595,1.5426,-1,-0.0698,0.0000,38.4951,0.8281,-1.6884,1,0.0677,0.0000
173430,182662209,23.6202,-1.0554,0.8294,1,-0.0231,0.3797,30.9015,1.4048,-1.3558,-1,0.0845,0.6919
173430,183945719,31.1050,1.4239,2.8379,1,-0.0666,0.0000,32.0008,-0.4088,-0.3854,-1,0.0720,0.8713
173430,183859597,48.5415,-0.2052,2.6907,-1,-0.0724,0.5673,43.4177,-0.5368,-0.4871,1,0.0731,0.0000
173430,182729043,42.5044,-0.7194,-0.6798,1,0.0789,0.0000,26.9116,-0.0585,2.8161,-1,-0.0684,2.8068
173430,183828509,47.9155,-0.4936,-0.5554,1,0.0782,0.0000,42.4751,0.4147,2.7331,-1,-0.0718,0.0000
173430,186012242,39.9988,1.6475,1.1958,1,-0.0498,0.0000,40.7801,1.2900,-1.5571,-1,0.0727,0.0000
173430,184603150,29.2336,-1.4703,1.9139,1,-0.0811,0.5473,44.6217,-0.0512,-1.0913,-1,0.0829,0.0000
173430,185401411,37.6253,-2.1109,-2.3366,1,0.0215,0.0000,25.3119,-0.3245,0.6545,-1,-0.0105,0.0000
173430,184509896,41.6896,-1.8502,2.5167,1,-0.0791,0.5659,45.5742,-1.1515,-0.4610,-1,0.0753,0.6890
173430,184484330,43.7682,-0.6887,3.1365,-1,-0.0449,3.0819,50.3762,-0.2722,0.0955,1,0.0366,0.0000
173430,185907238,40.0698,-0.3107,-2.5727,1,0.0003,0.4750,43.6932,0.2542,0.5797,-1,-0.0014,1.7015
173430,184496962,43.3043,-0.5152,-2.9903,-1,-0.0336,0.0000,49.5911,-0.7883,0.2348,1,0.0287,0.0000
173430,184863375,34.3365,1.2253,-0.6370,-1,0.0824,0.0000,43.8370,0.9532,2.5535,1,-0.0774,0.0000
173430,185119398,33.6651,-1.0488,-2.6410,1,-0.0062,0.0000,46.2886,0.0593,0.8069,-1,-0.0196,0.0000
173430,184982162,31.9406,1.4480,-1.3381,-1,0.0880,0.0000,31.6318,-0.2594,1.8501,1,-0.0888,0.4122
173430,186336707,45.3440,-1.3972,-2.4857,1,0.0102,0.0000,28.8282,-0.0638,0.5470,-1,-0.0029,0.0000
173430,187750655,46.0357,-0.9301,-2.8801,-1,-0.0266,0.0000,42.5042,-0.8097,1.0938,1,-0.0497,0.0000
173430,187481046,30.7254,-1.2900,-1.9198,-1,0.0527,0.0000,36.0959,0.5303,1.3401,1,-0.0640,0.0000
173430,187073596,41.8202,-1.5306,-1.5436,1,0.0740,0.3476,49.5381,-1.2504,1.5364,-1,-0.0698,2.3902
173430,187621685,43.1043,-0.9080,-0.0761,-1,0.0520,0.0000,45.1457,-0.4232,-3.0772,1,-0.0415,0.0000
173430,187283321,19.5735,-1.5005,-2.9797,1,-0.0881,2.7519,11.7664,1.3603,0.8612,1,0.0202,0.0000
173430,186242123,58.7829,-2.1317,-1.0359,1,0.0867,0.0000,34.8940,-1.4826,1.4239,-1,-0.0636,0.0000
173430,187536659,39.0879,-0.3606,-1.9804,-1,0.0481,0.0000,53.3245,0.0502,1.0015,1,-0.0363,0.8413
173430,187349633,23.3459,2.0150,0.8778,-1,-0.0274,0.8542,39.9210,0.0714,-2.3968,1,0.0156,0.2758
173430,187561271,43.1931,-2.1490,-0.8213,1,0.0867,0.0000,45.2587,-1.7176,2.3531,-1,-0.0872,0.0000
173430,186735249,74.8211,-1.3844,2.0615,1,-0.0834,0.2517,23.0082,-0.4501,-1.5705,-1,0.0692,0.0000
173430,187115739,21.1659,-1.2320,-2.6528,-1,0.0024,8.3198,8.7554,1.8100,-0.2317,1,0.0725,10.4410
173430,187394319,25.3664,-1.7199,0.8424,-1,-0.0213,0.0000,21.0572,0.9787,-2.0740,1,0.0389,0.0000
173430,187390853,40.5212,1.7054,1.5005,1,-0.0702,0.1933,36.3297,0.4532,-1.4914,-1,0.0760,0.0000
173430,187952921,41.1950,-2.0182,1.0282,-1,-0.0386,0.0000,45.4004,-1.2298,-2.1919,1,0.0318,0.0000
173430,188308853,38.1061,1.0821,2.2684,1,-0.0837,0.0000,44.9352,0.1075,-0.7195,-1,0.0849,1.7503
173430,189128835,52.9003,-0.3487,-1.0692,-1,0.0858,0.0000,40.1306,-0.0839,1.5632,1,-0.0695,0.0000
173430,188353601,41.9255,-1.1693,-2.1272,-1,0.0387,0.0000,41.8275,-0.1683,0.9868,1,-0.0356,0.0000
173430,188398380,35.2631,-0.9948,-1.7938,-1,0.0629,0.0000,37.8832,0.6045,1.2966,1,-0.0590,0.2858
173430,188429109,33.6924,-0.7566,-2.6652,1,-0.0071,0.0000,33.2251,0.8881,0.8402,-1,-0.0239,0.0000
173430,188893072,33.5410,-2.2738,-0.2875,1,0.0683,0.7937,36.5546,-0.9317,2.7680,-1,-0.0699,0.0000
173430,187871624,44.5167,1.1135,0.8734,-1,-0.0288,0.5933,47.2051,0.8984,-2.2086,1,0.0310,0.5106
173430,187920124,48.3195,1.1024,-2.6275,-1,-0.0096,0.2565,25.7180,-0.3221,0.2035,1,0.0358,0.0000
173430,189256650,30.0513,1.8200,0.5435,-1,0.0008,0.0000,30.5731,-0.1473,-3.0644,1,-0.0357,0.0000
173430,188196058,30.5056,1.5901,1.7859,-1,-0.0788,0.0000,33.1028,-0.0288,-1.3302,1,0.0796,0.0000
173430,188594496,31.6114,-2.2997,1.4049,1,-0.0665,0.0000,14.1804,0.6293,-2.4613,-1,0.0123,0.1689
173430,189399311,30.6748,1.0395,2.4687,1,-0.0791,0.0000,51.8957,0.1619,-1.1486,-1,0.0856,0.0000
173430,189328751,27.2431,0.9875,1.1776,1,-0.0474,0.0000,44.5556,-0.4834,-1.6791,-1,0.0686,0.4576
173430,188285986,43.3727,-1.8414,0.2687,1,0.0229,0.0000,26.5675,-0.7124,2.8952,-1,-0.0611,0.0000
173430,197650153,26.1307,-1.0353,-2.5158,-1,0.0053,0.3103,21.5211,0.9639,0.9387,1,-0.0324,0.0000
173430,197256262,19.8237,0.4388,-2.6440,-1,-0.0133,16.2956,45.8316,0.0942,0.6039,-1,-0.0162,10.4128
173430,197847706,41.7061,0.3721,1.2675,1,-0.0505,0.0000,48.2999,0.6771,-1.9959,-1,0.0412,0.0000
173430,197973738,35.5185,1.0109,-1.3187,1,0.0834,0.0000,33.4995,0.8797,2.2204,-1,-0.0869,0.0000
173430,198087444,38.0462,1.0082,1.0898,-1,-0.0434,0.0000,35.4577,-0.4064,-2.4805,1,0.0071,0.0000
173430,196991793,35.2515,-1.6775,0.1752,-1,0.0308,0.0000,26.5349,0.2800,-2.9293,1,-0.0297,0.0000
173430,197833056,42.7723,1.6893,1.3406,-1,-0.0557,0.0000,38.9795,0.8333,-1.8942,1,0.0527,0.0000
173430,196787689,45.5483,-0.1120,-2.7131,1,-0.0101,0.0000,41.7312,0.5214,0.4213,-1,0.0130,0.0000
173430,196779992,49.3539,-0.2761,-1.1159,-1,0.0846,0.2234,41.2529,-0.0828,2.2383,1,-0.0831,0.3057
173430,197850770,38.1439,1.8918,-1.7316,1,0.0651,4.4444,57.0435,1.5799,1.5964,-1,-0.0729,0.0000
173430,196649420,14.6711,-2.0548,-2.7529,-1,-0.0109,21.9718,16.3314,1.8419,0.2624,-1,0.0248,2.4636
173430,198636330,52.4768,-0.3573,-0.5178,-1,0.0781,0.0000,39.3537,-0.0905,2.5971,1,-0.0789,0.0000
173430,198690609,33.3625,-0.7888,1.9184,-1,-0.0840,0.0000,32.7598,0.8983,-1.1310,1,0.0841,0.4252
173430,199485339,20.2763,-1.0444,-1.0919,1,0.0857,0.0000,29.4524,1.0394,1.2687,1,-0.0555,15.6858
173430,199951375,47.3960,1.6573,-2.2208,-1,0.0263,0.0000,44.7021,1.3366,1.0932,1,-0.0422,0.0000
173430,198771678,42.5944,-0.5618,-2.2557,-1,0.0285,0.0000,43.9645,0.0925,0.9924,1,-0.0360,0.0000
173430,199815506,46.1103,-0.9671,1.5132,-1,-0.0665,0.6495,43.4727,-0.4868,-1.7614,1,0.0628,1.9791
173430,200015852,26.3137,-0.0761,1.8790,1,-0.0828,0.9636,29.1783,0.8799,-1.3673,-1,0.0816,0.0000
173430,199802042,38.5937,1.5053,-1.4344,1,0.0740,0.0000,50.3459,0.5052,0.7658,-1,-0.0134,0.0000
173430,200035009,39.2280,-0.9043,-2.6050,1,-0.0018,0.0000,27.9785,-0.9369,0.6588,-1,-0.0092,0.0000
173430,198407381,24.4672,-0.4379,-2.8924,-1,-0.0255,80.0872,61.8053,-0.3109,0.3361,1,-0.0026,45.3149
173430,199681279,59.0649,-2.2462,2.5665,-1,-0.0796,0.4187,12.6663,0.1139,-1.3804,1,0.0814,0.0000
173430,199944791,37.0747,1.0681,2.1232,-1,-0.0829,0.3602,39.8131,-0.0739,-0.8972,1,0.0852,0.5069
173430,198774924,26.0268,-1.0932,0.2765,-1,0.0249,1.2420,39.4569,-1.2204,-2.4432,1,0.0162,0.0000
173430,195119916,45.7965,-1.2320,0.3822,-1,0.0165,0.0000,42.5821,-0.4911,3.0883,1,-0.0510,1.8644
173430,195730157,24.6930,1.0421,1.4208,-1,-0.0688,0.2580,40.1311,-0.2842,-1.4470,1,0.0825,0.0000
173430,195407668,34.9354,-0.4908,-0.6213,-1,0.0785,0.0000,34.8791,-0.2270,2.5257,1,-0.0784,0.0000
173430,196182383,37.7873,-1.2957,0.3803,1,0.0161,0.0000,18.6043,0.8628,-2.9244,-1,-0.0278,0.0000
173430,195726436,55.6093,-2.3801,1.1474,1,-0.0487,0.0000,26.5708,-2.0392,-1.4756,-1,0.0658,0.0000
173430,195673707,43.4141,0.7450,-1.3779,1,0.0808,0.0000,45.2952,0.2551,1.9340,-1,-0.0829,0.0000
173430,195929826,48.1773,1.9986,1.8940,-1,-0.0864,0.0000,40.9610,1.5808,-1.1719,1,0.0875,0.2721
173430,195550663,36.9468,-1.6507,2.3368,1,-0.0849,0.7397,40.2438,-0.3768,-0.6065,-1,0.0784,0.4011
173430,195617160,39.2389,1.9848,-0.5669,1,0.0720,0.0000,38.8844,0.8419,3.0010,-1,-0.0567,0.0000
173430,195164694,34.8819,0.6032,-2.7834,1,-0.0208,0.0000,61.1542,0.4857,-0.0675,-1,0.0537,0.0000
173430,201503991,37.3159,-1.1431,2.6146,1,-0.0764,0.0000,36.2866,-2.4061,-0.5921,-1,0.0780,0.4907
173430,201868956,26.2922,-2.2824,-0.5819,-1,0.0793,0.0000,26.1978,-0.6080,3.0811,1,-0.0501,0.0000
173430,200660395,36.0204,0.3133,-2.7657,-1,-0.0173,3.7532,50.8734,-0.3329,0.4707,1,0.0097,0.9809
173430,201294079,43.3386,-0.2469,-2.9667,1,-0.0337,0.0000,47.5637,-0.3172,0.3240,-1,0.0192,1.0072
173430,200467969,23.6659,-1.6655,0.0764,-1,0.0397,0.0000,20.6803,0.9965,-3.1018,1,-0.0435,0.0000
173430,200578429,29.4394,1.8813,-1.3473,1,0.0663,3.3152,17.7245,-0.5256,1.6921,1,-0.0762,5.3888
173430,201835480,46.7454,-1.9525,-2.9767,1,-0.0360,0.0000,42.9727,-1.6851,0.0457,-1,0.0463,0.0000
173430,201531226,42.2298,-1.4202,-2.2004,1,0.0288,0.0000,41.7511,-0.6382,1.1166,-1,-0.0409,0.0000
173430,200268219,22.8249,2.0889,-1.0517,-1,0.0838,0.0000,41.5672,0.2309,2.5964,1,-0.0780,0.0000
173430,200463193,51.0320,-1.1675,0.5061,1,0.0037,0.3743,36.5916,-1.1853,-2.5391,-1,0.0033,0.7723
173430,200172225,37.4053,-1.0870,-1.6916,-1,0.0629,0.0000,45.9430,-1.0183,1.5284,1,-0.0655,0.0000
173430,200265429,40.5308,1.3361,3.0099,1,-0.0562,1.8300,46.4049,0.3774,0.5536,-1,0.0025,0.1970
173430,200692927,32.5422,-2.1030,0.8303,-1,-0.0266,0.7578,53.6288,-1.1854,-2.9401,1,-0.0268,0.2402
173430,201097705,33.7770,-1.5527,-1.8322,1,0.0623,0.0000,39.4140,-1.0552,1.2184,-1,-0.0557,0.0000
173430,200445836,35.8202,-1.2726,-1.2578,-1,0.0845,0.0000,32.4277,0.4036,2.6358,1,-0.0769,0.0000
173430,200821451,36.6501,0.9302,-2.9742,1,-0.0344,0.0000,32.4150,-0.9677,-1.2164,-1,0.0812,0.0000
173430,202430724,13.8444,-2.2873,-1.7905,-1,0.0517,2.6568,14.1894,0.5818,0.9730,1,-0.0040,4.2864
173430,202429619,41.2034,-0.7452,-0.6630,-1,0.0797,0.0000,32.0676,0.6007,2.2202,1,-0.0848,2.5104
173430,203589960,36.4925,-0.8470,2.9634,1,-0.0598,0.0000,40.1712,0.2246,-0.2040,-1,0.0602,0.0000
173430,203551986,49.4419,0.0594,-2.6266,-1,-0.0054,0.4167,43.1683,0.0088,0.4627,1,0.0086,0.0000
173430,201978938,49.9112,-1.6141,0.3675,1,0.0182,0.0000,38.4895,-0.8222,-2.5330,-1,0.0030,0.0000
173430,202943617,32.1092,-1.4868,-1.4937,-1,0.0737,0.0000,59.9513,-0.8768,1.0909,1,-0.0397,0.6026
173430,202179412,52.3003,0.7293,-0.7277,-1,0.0830,0.0000,34.0641,0.2679,2.4949,1,-0.0810,0.0000
173430,202205063,41.6243,1.3203,0.2873,1,0.0215,0.0000,46.6265,1.4536,-2.8667,-1,-0.0268,0.0000
173430,202434161,46.6008,1.9948,-1.5305,1,0.0716,0.0000,38.7868,0.7692,2.7809,-1,-0.0674,0.0000
173430,202522148,50.4463,-1.0163,2.6268,-1,-0.0754,0.0000,43.6763,-0.9563,-0.0545,1,0.0495,0.0000
173430,202914831,42.4311,0.0318,-2.4443,1,0.0093,0.0000,41.2980,0.7392,0.7475,-1,-0.0141,0.0000
173430,202559704,21.7882,-1.0300,-2.8142,1,-0.0217,1.7926,46.4991,-0.3636,0.5946,-1,-0.0028,0.0000
173430,203846739,37.4249,-0.2959,-1.3889,1,0.0742,0.2351,38.7397,0.5425,1.8407,-1,-0.0796,0.0000
173430,204823899,44.9827,-1.9929,1.4219,-1,-0.0637,0.0000,42.5967,-1.4758,-1.4459,1,0.0789,0.0000
173430,203800394,13.9209,-1.6528,1.7724,-1,-0.0770,0.6999,20.6317,0.9258,-1.3234,1,0.0846,16.3503
173430,204182055,55.4452,1.2856,0.3822,-1,0.0199,0.0000,32.2222,0.8267,-3.0092,1,-0.0378,0.0000
173430,204706759,39.9495,-1.3679,0.7517,1,-0.0154,0.1916,34.6436,-0.1306,-2.3165,-1,0.0205,0.8732
173430,204509353,42.1048,-0.4898,-1.3645,1,0.0794,0.0000,41.3141,0.3307,1.7532,-1,-0.0803,0.0000
173430,204581717,37.6261,-1.9673,3.1393,1,-0.0386,0.0000,49.8708,-1.2589,0.0121,-1,0.0473,0.0000
173430,205076130,23.8153,-2.0173,-2.2761,1,0.0308,0.0000,25.1730,0.4760,0.9352,-1,-0.0276,0.0000
173430,205189926,34.1383,-0.5724,-2.1276,1,0.0373,0.1886,39.4274,0.4144,1.0765,-1,-0.0453,0.4413
173430,207002803,54.9835,-0.5034,-1.7340,-1,0.0659,0.0000,31.1480,0.4150,1.8747,1,-0.0809,6.2395
173430,206168113,47.1128,-1.0372,-0.5328,1,0.0749,0.4925,34.6312,-0.1458,2.4495,-1,-0.0820,0.0000
173430,206306815,39.2500,1.8156,2.9745,1,-0.0589,0.0000,39.6865,1.6659,-0.1866,-1,0.0596,0.0000
173430,206109522,37.4705,1.0594,2.3481,1,-0.0804,0.0000,33.2088,-0.5237,-0.9363,-1,0.0837,0.0000
173430,206734018,42.5207,-1.9630,0.0483,1,0.0391,0.0000,44.4013,-2.1238,-3.0276,-1,-0.0407,0.0000
173430,206411531,38.2936,-2.3047,-1.6556,-1,0.0725,0.0000,41.7915,-1.4035,1.4690,1,-0.0729,0.0000
173430,206737412,37.3995,0.2583,-1.5857,1,0.0726,0.0000,45.0071,0.7135,1.7502,-1,-0.0797,0.0000
173430,205677319,80.3154,-0.4203,-2.4080,1,0.0133,0.0000,28.8753,0.3759,-0.2200,-1,0.0621,0.0000
173430,206725787,9.3506,-1.7469,-1.9119,1,0.0547,1.3224,26.5772,1.1076,1.3788,-1,-0.0566,3.7196
173430,206447404,35.5719,1.3274,-0.6808,-1,0.0783,0.7222,58.8291,1.1478,2.0065,1,-0.0828,0.7959
173430,207069119,70.5826,-1.1157,1.3542,1,-0.0603,0.0000,62.0393,-0.3244,0.1157,-1,0.0370,0.0000
173430,205467766,35.4200,1.4571,-0.8533,-1,0.0864,0.0000,31.0759,-0.3452,2.3605,1,-0.0856,0.4737
173430,205894994,45.2888,-0.1107,-2.5296,1,0.0044,1.0893,49.1345,0.1804,0.2371,-1,0.0288,0.2486
173430,206765166,50.5069,-0.6192,0.0775,1,0.0402,0.3906,41.4863,-0.5806,3.1398,-1,-0.0498,0.0000
173430,207298807,47.8049,-1.3282,-2.4634,-1,0.0086,0.0000,26.8779,-0.7489,0.7065,1,-0.0094,0.0000
173430,207901032,50.0996,-1.6982,0.7294,-1,-0.0148,0.0000,39.5241,-1.5328,-2.5693,1,0.0021,0.0000
173430,208051055,53.4683,-0.3860,-0.8009,1,0.0874,0.0000,39.9194,-0.6907,2.3539,-1,-0.0839,0.0000
173430,208754108,32.1134,1.2055,-2.3866,-1,0.0130,0.0000,40.4391,-0.1381,0.6046,1,-0.0022,0.0000
173430,207497788,46.5368,0.4400,-1.5555,1,0.0796,0.2141,32.9276,-0.8080,1.4574,-1,-0.0711,0.0000
173430,207768776,40.8112,1.7924,0.4604,1,0.0045,1.4020,43.8824,1.7464,-2.1054,-1,0.0435,0.0000
173430,208316532,35.5307,0.7818,-1.4205,-1,0.0801,0.0000,42.9376,-0.1725,2.0548,1,-0.0850,0.0000
173430,207367444,31.5185,-1.1163,3.0392,-1,-0.0516,0.4206,36.4113,0.6061,0.1680,1,0.0347,0.6437
173430,208275618,43.8729,-1.5723,1.3408,1,-0.0533,0.0000,42.4021,-0.8858,-1.5994,-1,0.0643,0.4350
173430,209816984,43.6000,0.1244,-2.4768,1,0.0093,0.0000,40.2371,0.6078,0.4236,-1,0.0098,0.0000
173430,210271384,30.6790,1.1041,0.7313,1,-0.0189,5.7167,66.8686,-0.0670,2.5036,-1,-0.0806,0.0000
173430,210078872,38.3905,-1.1283,1.8654,1,-0.0859,0.2125,48.8586,-0.4318,-0.7377,-1,0.0818,0.5211
173430,210439499,45.3557,1.7119,-1.0792,-1,0.0881,0.0000,40.7330,1.3696,2.2189,1,-0.0870,0.0000
173430,210590476,41.5808,0.0352,-2.6410,-1,-0.0081,0.0000,45.4098,0.2156,0.4927,1,0.0056,0.3315
173430,209243899,42.5880,1.0489,1.8846,-1,-0.0843,1.4037,44.7921,1.6258,-1.2543,1,0.0819,0.0000
173430,210069408,34.9207,1.2259,-0.6647,-1,0.0845,0.0000,37.5768,-0.1341,2.4242,1,-0.0853,0.0000
173430,210020728,41.4453,1.4183,2.0276,-1,-0.0860,0.0000,35.9139,0.0692,-0.9457,1,0.0876,0.0000
173430,210431275,36.7206,-1.3275,-0.4536,1,0.0739,0.0000,46.6577,-1.1060,2.7167,-1,-0.0723,0.0000
173430,209306547,36.4256,-0.7771,1.7299,-1,-0.0760,3.3664,39.3688,0.4491,-1.1393,1,0.0850,0.0000
173430,209666560,42.8298,0.1470,-0.8096,1,0.0870,0.0000,49.0748,0.0912,2.4380,-1,-0.0838,0.0000
173430,209257179,36.8338,-0.3164,-1.1382,-1,0.0862,0.0000,58.4452,-0.1422,2.1407,1,-0.0861,0.2992
173430,210211896,37.7433,-1.1416,1.5184,1,-0.0692,0.0000,30.3364,0.6314,-1.2406,-1,0.0834,0.0000
173430,210200073,44.8807,1.0151,-0.1243,1,0.0588,0.0000,46.6470,0.8141,2.9403,-1,-0.0627,0.0000
173430,210255260,48.8129,-1.7962,2.5605,-1,-0.0757,0.0000,39.9243,-1.4960,-0.5877,1,0.0786,0.0000
173430,210162955,25.7734,1.4738,-2.8487,1,-0.0180,0.3860,20.2981,-0.2109,0.2471,1,0.0210,11.8851
173430,209605884,30.5982,2.0694,0.9247,-1,-0.0303,0.0000,36.7490,0.8277,-2.2169,1,0.0302,0.0000
173430,209861747,32.3001,-2.0264,1.0168,-1,-0.0355,0.0000,30.1868,-0.1122,-2.1601,1,0.0311,0.0000
